scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
15	174	466.37	470.05	Right down here we have a large foot.	Joey	(looks nervous) Shhhh. This is a museum. No talking. (moves group along and gestures to a three legged foot) Okay, now right down here we have, uh... a large foot.	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
16	175	474.31	476.39	And over here we have Ross Gellert.	Joey	Uh, and and over here we have Ross Geller	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
16	176	477.43	478.87	Everyone wave hi to Ross.	Joey	Everyone wave hi to Ross	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
16	177	479.67	481.99	Ross is one of our most important scientists.	Joey	Uh, and and over here we have Ross Geller. (He knocks on the glass and Ross turns around.) Everyone wave hi to Ross. (all the kids wave) Ross is one of our most important scientists. Look at him hard at work.	Joey	present	char_tracker_stage05	joey	present	0.6667		medium	
16	178	481.99	483.03	Look at him hard at work.	Joey	Look at him hard at work	Joey	present	char_tracker_stage05	joey	present	0.6667		medium	
16	179	488.15	489.51	Okay, moving right along.	Joey	Okay, moving right along. (moves group away) Come on.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
17	180	494.95	495.59	It's open.	Phoebe Sr.	It's open, come in.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	181	495.67	496.23	Come in.	Phoebe Sr.	come in	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			low	low_speaker_confidence
17	182	497.43	497.91	Hi.	Phoebe	(enters) Hi.	Phoebe	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
17	183	497.99	498.35	Hi.	Phoebe Sr.	Hi.	Phoebe Sr.	absent	char_tracker_stage05		unobserved			high	
17	184	498.35	499.35	I'm sorry I'm late.	Phoebe	Sorry I'm late.	Phoebe	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
17	185	499.51	500.51	Oh, that's okay.	Phoebe Sr.	Oh, that's okay	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	186	500.51	502.87	It gave me time to finish blazing my nipples.	Phoebe Sr.	Oh, that's okay. It gave me time to, uh, finish glazing my nipples.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	187	504.31	504.79	Wow.	Phoebe	Wow, you really go all out for company.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	188	504.87	508.65	Can we go all out when you're expecting company now?				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
17	189	508.65	510.05	I was working on my pottery.	Phoebe Sr.	No, I was working on my pottery.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	190	510.29	510.77	Oh.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
17	191	510.85	511.41	Oh.	Phoebe	oh	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
17	192	512.37	512.73	Oh.	Phoebe	Oh, OH	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	193	512.73	515.41	I didn't know that you did pot.	Phoebe	Oh, OH! Oh, I didn't know you did...pot.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	194	517.81	518.45	Well, yeah.	Phoebe Sr.	Y-yeah	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	195	518.45	519.49	I'm mostly nudes.	Phoebe Sr.	Mostly nudes	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	196	519.65	522.93	It combines my two passions, pottery and erotica.	Phoebe Sr.	Y-yeah. Mostly nudes. It combines my two passions, pottery and erotica.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	197	523.25	524.29	Oh, erotary.	Phoebe	Oh, ooh! Erottery!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	198	524.85	525.33	Hey.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
17	199	525.65	528.61	Okay, well, thanks for coming out to see me.	Phoebe Sr.	Well, thanks for coming out to see me	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	200	529.25	533.12	I just thought it would be a very good idea to talk about this baby stuff in person, you know?	Phoebe Sr.	Hey! Okay! (gives her a hug) Well, thanks for coming out to see me. I just thought it would be a very good idea to talk about this baby stuff in person.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	201	533.12	533.6	Okay.	Phoebe	Okay. (they both sit on the couch)	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
17	202	535.68	537.76	I really don't think it's a very good idea, Phoebe.	Phoebe Sr.	(sighs) I really don't think it's a very good idea Phoebe.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	203	539.04	539.68	Why not?	Phoebe	Why not?	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
17	204	540.48	544.72	Well, because you'd be giving up a baby, and I really don't.	Phoebe Sr.	Well, because, you'd be giving up a baby	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	205	545.2	551.92	I don't know if there's anything that I could say that could make you understand the pain of giving up a baby, so.	Phoebe Sr.	Well, because, you'd be giving up a baby. And, uh, I don't know if there's anything I can say that can make you understand the pain of giving up a baby, so, um... (reaches into a large cardboard box next to her and brings out an adorable puppy.)	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	206	555.76	556.92	Oh, no, no, no.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
17	207	556.92	558.0	I understand the pain.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
17	208	558.0	559.12	Don't hurt the puppy.	Phoebe	(gasps) Oh, I understand. Don't, don't hurt the puppy.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	209	560.64	561.4	No, no, no.	Phoebe Sr.	no no for you	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			low	low_speaker_confidence
17	210	561.4	562.56	The puppy is yours.	Phoebe Sr.	No no, the puppy is for you. (hands her the puppy)	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	211	562.95	564.31	Oh, I get a puppy?	Phoebe	Oh, I get a puppy?	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
17	212	564.47	565.11	Well, yeah.	Phoebe Sr.	Well, yeah	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	213	565.11	566.87	I mean, yeah, but for only three days.	Phoebe Sr.	Well, yeah. But, only for three days.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	214	567.35	567.75	Why?	Phoebe	Why? (the puppy starts wriggling in her arms and she plays with him)	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
17	215	569.75	575.99	Well, you know, I realize that I don't have any right to start getting all parenty on you and everything now, but.	Phoebe Sr.	Well, you know, I realize that I don't have any right to start getting all parenty on you and everything, but, um, (Phoebe is clearly not listening, only playing around with the puppy) er, .. Phoebe, would you please look at me and not the puppy, it's very important.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	216	581.99	583.95	Phoebe, would you please look at me and not the puppy?	Phoebe Sr.	Phoebe, would you please look at me and not the puppy, it's very important	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	217	583.95	586.23	It's very poor, okay?	Phoebe	Okay. (puts the puppy in her lap and tries not to play with it.)	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	218	586.71	588.31	I mean, I know what I'm talking about.	Phoebe Sr.	I mean, I know what I'm talking about	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	219	589.84	594.12	I gave up two babies and I only wish that I had someone there.	Phoebe Sr.	I gave up two babies	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	220	594.12	598.88	Who had given up babies that could have told me how terrible it is to give up babies.	Phoebe Sr.	I mean, I know what I'm talking about. I gave up two babies. And I only wish that I had someone there who had given up babies who could have told me how terrible it is to give up a babies. (Phoebe is playing with the puppy again.) I really shouldn't have given you the puppy first.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	221	601.68	603.68	I really shouldn't have given you the puppy first.	Phoebe Sr.	I really shouldn't have given you the puppy first	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	222	606.96	607.84	That's okay.	Phoebe	That's ok	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	223	608.0	608.96	No, we're listening.	Phoebe	That's ok. No we're listening.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
17	224	610.0	614.4	I just think that it would be something that you would regret every single day for the rest of your life.	Phoebe Sr.	I just think it would be something that you would regret every day for the rest of your life	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			medium	
17	225	617.71	624.27	So however hard it is for you to give up this puppy it would be like a million times harder to give up a child.	Phoebe Sr.	I just think it would be something that you would regret every day for the rest of your life. (reaches over to pet the puppy) So, however hard it is for you to give up this puppy, it would be like a million times harder to give up a child.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
17	226	626.43	627.07	Okay.	Phoebe	okay three days	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
17	227	627.31	628.03	Fair enough.	Phoebe	Okay, fair enough. Three days.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
17	228	628.27	628.91	Three days.	Phoebe	Three days	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
18	229	632.03	634.43	Ah, it's time to take my ass out of the kiln.	Phoebe Sr.	Oh, it's time to take my ass out of the kiln.	Phoebe Sr.	present	char_tracker_stage05	phoebe	unobserved			high	
19	230	640.9	642.66	Oh, would you mind sitting there?	Joey	Oh, uh, would you mind sitting here	Joey	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
19	231	642.66	644.34	I'm saving this seat for my friend ross.	Joey	Oh, uh, would you mind sitting here? (gesturing across from him) I'm saving this seat for my friend Ross.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
19	232	644.66	646.18	You mean Dr. Geller?	Rhonda	You mean Dr. Geller?	Rhonda	present	char_tracker_stage05	joey	unobserved			high	
19	233	646.5	647.06	Doctor?	Joey	Doctor	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
19	234	647.3	649.3	Oh, I didn't know he had a nickname.	Joey	Doctor? I didn't know he had a nickname.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
19	235	650.74	652.18	Oh, he won't sit here.	Rhonda	oh he won't sit here	Rhonda	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
19	236	652.5	654.98	Only the people in the white coat sit over there.	Rhonda	oh he won't sit here only the people in the white coats sit over there	Rhonda	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
19	237	655.14	658.18	And only the people in the blue blazers sit over here.	Rhonda	Oh, he won't sit here. Only the people in the white coats sit over there (gesturing to the other end table) and only the people with the blue blazers sit over here.	Rhonda	partial	char_tracker_stage05		unobserved			medium	
19	238	658.82	660.02	Well, how come?	Joey	Well, uh, how come?	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
19	239	660.26	661.38	That's just the way it is.	Rhonda	That's just the way it is.	Rhonda	present	char_tracker_stage05	joey	unobserved			high	
19	240	662.26	663.3	That's crazy.	Joey	That's crazy.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
19	241	663.54	668.49	Maybe it's crazy in a perfect world a world without lab coats and blazers.	Rhonda	Maybe it's crazy in a perfect world -- a world without lab coats or blazers. But you not in a perfect world. You in a museum now. (looks behind her) See that scientist with the glasses? (Joey looks at him) He and I used to play together all the time in grade school. Hmph, but now... (turns around and yells) PETER! HEY PETER! (the scientist looks nervously at her but doesn't respond) IT'S ME RHONDA, FROM P.S. 129. I SHARED MY PUDDING WITH YOU, MAN! I GAVE YOU MY SNACK PACK! (turns around back to Joey)  See, he pretend he (turns back to the scientist) DON'T EVEN HEAR ME.	Rhonda	partial	char_tracker_stage05		unobserved			medium	
19	242	669.21	670.97	But you not in a perfect world.	Rhonda	But you not in a perfect world	Rhonda	absent	char_tracker_stage05		unobserved			medium	
19	243	671.21	672.57	You in a museum now.	Rhonda	You in a museum now	Rhonda	present	char_tracker_stage05	joey	unobserved			medium	
19	244	674.97	676.73	See that scientist with the glasses?	Rhonda	See that scientist with the glasses	Rhonda	present	char_tracker_stage05	joey	unobserved			medium	
19	245	676.89	681.29	He and I used to play together all the time in grade school, but now.	Rhonda	He and I used to play together all the time in grade school	Rhonda	partial	char_tracker_stage05		unobserved			medium	
19	246	682.41	683.13	Peter.				absent	char_tracker_stage05		unknown			low	missing_speaker
19	247	684.09	685.13	Hey, Peter.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
19	248	685.85	688.81	It's me, Rhonda, from PS129.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
19	249	690.09	692.09	I shared my pudding with you, man.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
19	250	694.09	695.29	I gave you my.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
19	251	698.49	701.29	See, he pretend he don't even hear me.				absent	char_tracker_stage05		unknown			low	missing_speaker
19	252	703.45	705.77	I. I think everybody's pretending they don't hear you.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
19	253	707.85	713.29	Anyway, look, I don't know about you and your jackets and your separate tables but Ross is one of my best friends.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
