scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
16	186	443.06	443.42	Fine.	Monica	Fine, I’ll rub it on myself.	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
16	187	443.42	444.26	I'll just rub it.				absent	char_tracker_stage05		unknown			low	missing_speaker
17	188	465.55	468.43	So you just kind of rubbing it on yourself?	Chandler	So you’re just, kinda rubbing it on yourself?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
17	189	471.23	473.23	Yeah, it's nice.	Chandler	It’s nice.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
17	190	475.63	476.67	Are you kidding me?	Monica	Are you kidding me?! Is this; is this turning you on?	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
17	191	477.07	478.47	Is this tourniquet odd?	Monica	Is this	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
17	192	478.47	478.91	Yes.	Chandler	Yes! (Hangs his head in shame.)	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
17	193	481.38	482.1	I can't believe it.	Monica	i can't believe it what is it	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
17	194	482.5	484.02	Is it the rubbing or the smell?	Monica	I can’t believe it! What is it? Is it the rubbing or the smell?	Monica	present	char_tracker_stage05	chandler|monica	present	0.6667		medium	
17	195	484.02	485.78	It's all very, very good.	Chandler	It’s all very, very good. (She covers up and sits down.) So you wanna go uh, mix it up?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
17	196	490.98	495.14	So you want to go mix it up?	Chandler	So you wanna go uh, mix it up	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
17	197	497.78	498.54	Not now.	Monica	not now	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
17	198	498.54	499.3	I'm sick.	Monica	Not now, I’m sick!	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
17	199	499.3	500.82	Oh, come on, you big faker.	Chandler	Oh come on you big faker!	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
17	200	502.66	505.3	What happened to your rule about never sleeping with sick people?	Monica	What happened to your rule about never sleeping with sick people?	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
17	201	505.62	508.5	Well, that was before all the vaporizing action.	Chandler	Well that was before all the vaporizing action.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
17	202	511.7	513.38	Okay, if you really want to have sex.	Monica	Okay, if you really wanna have sex…	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
17	203	513.38	513.94	Okay.	Chandler	Okay! (Runs into the bedroom.)	Chandler	present	char_tracker_stage05	monica	absent	0.0000		low	speaker_offscreen
17	204	516.26	517.46	Work like a jar.	Monica	Worked like a charm.	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
17	205	522.18	522.66	Hi.				absent	char_tracker_stage05		unknown			low	missing_speaker
18	206	523.62	524.1	Hi.	Jill	(entering) Hi!	Jill	present	char_tracker_stage05	rachel	unobserved			high	
18	207	524.9	526.02	What are you doing here?	Rachel	Hi! Wh-what are you doing here?	Rachel	present	char_tracker_stage05	rachel	present	0.6667		high	
18	208	526.26	528.18	This is where Ross and I are meeting for our date.	Jill	This is where Ross and I are meeting for our date. So, what do you think? (She spins to show Rachel the outfit she’s wearing.)	Jill	absent	char_tracker_stage05		unobserved			high	
18	209	528.66	529.62	So, what do you think?	Jill	So, what do you think	Jill	absent	char_tracker_stage05		unobserved			medium	
18	210	532.18	533.38	Well, I don't like it.	Rachel	Well, I-I don’t like it.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
18	211	535.35	535.59	Really?	Jill	Really?!	Jill	present	char_tracker_stage05	rachel	unobserved			high	
18	212	535.91	537.11	It's kind of slutty.	Rachel	It’s kinda slutty.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
18	213	539.35	540.31	It's yours.	Jill	It’s yours!	Jill	absent	char_tracker_stage05		unobserved			high	
18	214	542.63	543.03	Yeah.	Rachel	yeah	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
18	215	543.03	544.23	Well, I'm a slut.	Rachel	Yeah well, I’m-I’m a slut.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
18	216	546.63	547.27	Me too.	Jill	(laughs) Me too.	Jill	absent	char_tracker_stage05		unobserved			high	
18	217	551.67	552.39	Hi, Jill.	Ross	(entering) Hi Jill!	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
18	218	552.47	552.95	Hey.	Jill	Hey!	Jill	absent	char_tracker_stage05		unobserved			high	
18	219	553.35	556.23	Hi, Rachel.	Ross	Hi (sees Rachel and forgets her name for a moment).	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
18	220	556.23	556.79	Rachel?	Rachel	Rachel.	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
18	221	559.11	560.07	You're not at home.	Ross	Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
18	222	560.63	561.43	You're right here.	Ross	rachel well you you're you're you're right here	Ross	present	char_tracker_stage05	ross	present	1.0000		low	low_speaker_confidence
18	223	562.79	563.59	Yeah, I know.	Rachel	yeah i know	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		low	low_speaker_confidence
18	224	564.41	567.93	And I bet you thought it would be weird, but it's not.	Rachel	Yeah I know, and I bet you thought it would be weird. But it’s not!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
18	225	573.69	574.41	Okay?	Ross	okay umm	Ross	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
18	226	576.09	577.29	So, well, I'll.	Ross	okay so well i'll umm	Ross	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
19	227	578.33	579.85	I'll have her home by midnight.	Ross	Okay. So well I’ll umm, (To Rachel) I’ll have her home by midnight.	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
21	228	600.47	602.39	Why aren't you home yet?	Rachel	Why aren’t you home yet?!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
21	229	603.19	603.99	Someone there?	Monica	(calling from the bathroom) Is someone there?	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
21	230	605.59	606.87	Oh, yeah, it's me.	Rachel	Oh yes, it’s me! Sorry!	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
21	231	607.43	607.99	Sorry.	Rachel	Sorry	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
21	232	608.87	609.91	What are you doing here?	Chandler	(calling from the bathroom) What are you doing here?	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
21	233	612.23	613.07	Uh, I'm just.	Rachel	uh i'm just at the view what are you guys doing	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
21	234	613.07	615.51	I'm just looking out your window at.	Rachel	Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
21	235	615.51	616.15	At the view.	Rachel	At-at the view	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
21	236	617.43	618.39	What are you guys doing?	Rachel	What are you guys doing	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
21	237	620.39	622.63	We got some Vapor Rub in some places.	Chandler	We got some Vap-O-Rub in some places.	Chandler	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
22	238	627.69	630.09	Oh, he brought her back to his apartment.	Rachel	(gasps) Oh, he brought her back to his apartment.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
22	239	631.53	638.33	Oh, is that your sister?	Monica	(entering with Chandler) Who? (She looks out the window at Ross’s apartment) Is that your sister?	Monica	partial	char_tracker_stage05		partial	0.1250		medium	partial_visual_presence
22	240	638.97	641.37	Oh, she is a slut.	Rachel	Ugh, she is a slut!	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
22	241	643.69	645.77	God, Ross is on a date with your sister.	Monica	God, Ross is on a date with your sister! How weird is that?!	Monica	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		high	
22	242	645.77	646.81	How weird is that?	Monica	How weird is that	Monica	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		medium	
22	243	646.89	647.53	Oh, my God.	Rachel	oh my god	Rachel	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		low	low_speaker_confidence
22	244	647.53	647.89	Look, look.	Rachel	oh my god look look	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
22	245	647.89	649.45	He's taking off her clothes.	Rachel	Oh my God, look-look he’s taking off her clothes!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
22	246	649.85	651.29	He's taking off her coat.	Chandler	He’s taking off her coat!	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		high	
23	247	652.96	654.4	Oh, this is just terrible.	Rachel	Oh, this is just terrible.	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
23	248	655.04	655.92	Oh, no, it's not.	Monica	oh no no it's not	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
23	249	655.92	656.36	It's not.	Monica	Oh no it's not, no it's not	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
23	250	656.36	657.16	It was a first date.	Monica	It's a first date	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
23	251	657.16	658.96	I'm sure that nothing is gonna.	Monica	Oh no it’s not, no it’s not. It’s a first date. I’m sure that nothing is gonna…(as she is talking we see Ross close his drapes.)	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
23	252	665.04	676.24	Oh, he's gonna get some of the glare from the street light out of his apartment.	Chandler	Of the glare from the streetlight out of his apartment	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	0.5833		medium	
23	253	676.64	685.32	You know, so he's closed the drapes there so he can have a nice, pleasant conversation with your little sister.	Chandler	Ho-oh, he’s gonna get some! (Rachel looks at him.) Of the glare from the streetlight out of his apartment. Y’know so umm, he’s closed the drapes there so he can have a nice, pleasant conversation with your little sister. (Pause) Well, I’m off to bed! (Goes to bed.)	Chandler	present	char_tracker_stage05	chandler|monica	present	0.7000		medium	
23	254	687.16	688.36	Well, I'm off to bed.	Chandler	Well, I'm off to bed	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		medium	
26	255	699.4	700.68	I don't feel good.	Chandler	(stuffed up) I don't feel good.	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
26	256	702.84	704.28	You better not get me sick.	Monica	(cleared up a bit) You better not get me sick.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
26	257	709.65	713.89	I need some fruit or some juice or some.	Chandler	(gets up to go the kitchen) Uhh. I need some fruit or some juice or some....(opens the refrigerator to find there is barely anything in it) Or some nothing.  There's nothing in here. Who took our food?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
26	258	715.65	716.05	Or.	Chandler	Or some nothing	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
26	259	717.81	718.37	Or some.				absent	char_tracker_stage05		unknown			low	missing_speaker
26	260	718.37	718.85	Nothing.				absent	char_tracker_stage05		unknown			low	missing_speaker
26	261	720.37	721.45	There's nothing in here.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
26	262	721.45	722.37	Who took our food?				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
27	263	722.69	725.81	Can I interest you in a slice of lasagna or a drumstick?	Joey	Can I interest you in a slice of lasagna or a drumstick?	Joey	present	char_tracker_stage05	joey	present	0.5000		high	
27	264	726.85	727.65	No, thanks.	Customer	No thanks.	Customer	present	char_tracker_stage05	joey	unobserved			high	
27	265	727.89	728.57	Are you sure?	Joey	Are you sure	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
27	266	728.57	729.57	It's on the house.	Joey	Are you sure? It's on the house.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
27	267	730.13	730.93	No, thanks.	Customer	No thanks.	Customer	present	char_tracker_stage05	joey	unobserved			high	
27	268	731.39	732.75	How about going out with me Friday night?	Joey	How about going out with me Friday night?	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
27	269	732.83	733.55	No, thanks.	Customer	No thanks.	Customer	present	char_tracker_stage05	joey	unobserved			high	
27	270	734.19	735.07	What are you going to do?	Joey	(to himself) Ehh, what are you gonna do. (Takes a bite of the drumstick.)	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
